elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
elongated triangular pyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
pentagonal bipyramid
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
augmented triangular prism
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
capped octahedron
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut cube
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
cut snub disphenoid
